cat,label,review,sentiment,category,summary
酒店,0,性价比超低，这个价位对应如此差的环境和服务让人无法理解。 就是临近机场，一锤子买卖。,负面,服务,性价比低服务差
洗发水,0,差评 说好的赠品没有送 京东越来越不亲民了 以后在京东只能冲话费了,负面,服务,承诺赠品未兑现
酒店,1,属于别墅型的酒店，这点倒是非常特别，只是可惜门口那条道是单行道，所以出行未免有点不太方便，地形有坡度也挺有意思，里面环境非常不错，我比较喜欢这种清净的感觉，我入住的是最里面的那幢，后面就可以看的到园子什么的，感觉有点世外桃源的味道，隔着大玻璃有种2个世界的感觉。大床是黄色的，挺温暖的感觉，比较喜欢他们里面的多功能控制器，没事我就放点音乐听听，选的音乐也是那种很舒服的音乐，挺温馨，而且房间里的消费也很平价，性价比很高的一个酒店了~~,正面,综合,酒店环境好性价比高
酒店,0,管理差，隔音差，厕所异味浓！,负面,综合,管理差隔音差异味浓
平板,1,货物跟我想象的一样，送货超乎我的想象！,正面,物流,货物质量送货超预期
平板,0,降价了。不给退差价。不满意,负面,价格,降价不退差价不满
手机,1,"直接,时尚,一看就喜欢.",正面,综合,时尚好看
酒店,0,真不可思意，一周后再次入住该酒店还是给我上次入住的1017房（单人间），因房间靠近酒店内部的风道控制系统，噪声实在太大，第二天在强烈要求更换房间，酒店答应了我的要求，当晚才得以安睡。,负面,服务,房间噪声大要求换房
平板,0,买来打开看，背面脏的要死，电也用的非常块，我非常不满意。,负面,质量,背面脏且耗电快
衣服,1,东西收到了 物流非常迅速！衣服大小合适 面料也不错 性价比很高 和描述的一致！,正面,综合,物流快衣服好性价比高
平板,0,真心话一分钱一分货！真的不怎么样,负面,质量,一分钱一分货
平板,1,好用 送货也很快,正面,综合,好用送货快
书籍,0,发现自己不是很喜欢，而且内容很少，虽然装帧很好，不过下次不会买了，不如看多啦A梦！,负面,综合,内容少装帧好但不喜欢
洗发水,1,买了大的，送了小的，买的时候50不到，很好，去油的！喜欢！,正面,综合,尺寸合适去油好用
衣服,0,质量不怎么样，居然说给好评***出卖自己吗，人永远不要贪小便宜，不然不是害了大家吗？有差评才会有进步哦,负面,质量,质量差贪小便宜害大家
计算机,1,LED屏，送货也快。差不多一天半就到货了，而且赶上这次送包和100元抵价卷，不错不错,正面,物流,送货快还送礼包
书籍,0,"新颖的教学方法,但对于我这种英语白痴来说,任何方法都是无益的!!!",负面,服务,教学方法对英语差者无效
衣服,1,裤子质量真不错，舒适，合身，做工精细，挺值得的！买过好几条了！,正面,质量,裤子质量好值得买
书籍,0,没有想象中的好，原来以为是一本风趣幽默的读本，可以轻松学外语。看了以后才发现内容只是一些普通的单词拼写上的错误纠正等，没意思。,负面,质量,内容枯燥，仅纠正拼写错误
酒店,1,"去芜湖吃外甥的喜酒,10人,订了24~26日5间标房.住前看了点评,心有余悸.不过去住了之后觉得比想象要好.在这样的城市,这个价钱住得应该还算不错的.缺点,住4楼,窗前有一大平台,窗外景色不好.我爱好摄影,有点遗憾.",正面,综合,住得不错但窗外景色不好
衣服,0,刚穿几天肩膀上的扣子就掉了，内胆口袋就漏了。做工太次！,负面,质量,扣子掉落口袋漏做工差
酒店,1,酒店房间还不错，服务业周到。可以免洗件衣服。就是和前台价一样,正面,服务,房间好服务佳免洗件
洗发水,1,618活动时候买的，价格便宜，收到好多瓶，洗发非常顺滑，好喜欢沙宣的气味！,正面,综合,价格实惠洗发顺滑
洗发水,1,之前用施华蔻的洗发水，洗完会出现头皮问题，就抱着试试看的态度买了滋源果真没让我失望，可能因为发质问题吧。用着舒服就一直用着,正面,质量,滋源洗发水解决头皮问题
书籍,0,只能说是垃圾书，韩国人都是SB，这种书也敢拿出来卖,负面,质量,垃圾书韩国人敢卖
计算机,0,发热量大，不带系统，随机光盘只有Vista系统的驱动程序，XP的驱动要自己去下载！,负面,服务,驱动不全需自下
酒店,0,大堂服务女生服务实在欠缺培训，连基本的服务品质也没有，失望，不会有下次,负面,服务,大堂服务女生欠缺培训
衣服,1,很喜欢，很好，很适合，好东西，介绍给大家，。。好，好，好,正面,综合,很喜欢好东西
酒店,0,"该酒店338元/标间价格绝对不值,不知道航空酒店定价标准是什么.马桶根本没有消毒,前天晚上入住,用了马桶之后,屁股立马骚痒,到现在还没有消退.另外,早餐餐厅也小得可怜,食物品种和数量也少,要是晚去吃早餐,保准吃不到.",负面,综合,价格不值且卫生差服务差
酒店,1,定的时候刚好特价不到200一晚感觉还不错。但还不是特别方便。,正面,综合,特价不错但不够方便
酒店,0,酒店应该加强服务意识，配套很差，该有的服务没有，环境比较旧，应该加以修葺，翻新，配套设施与服务应加强。,负面,服务,酒店服务差环境旧需翻新
酒店,1,地理位置实在是好。我住的是单人大床房，进屋一看竟然跟套房一样，不过一个小屋有桌子和电视，另一个小屋只能放下一张床和电视，实在小得可怜。因为工作所以没有在酒店吃早餐，但是对面的郝刚刚羊杂割的确让人印象深刻，唯一的遗憾就是只有中午开门，晚上不营业……我想在酒店的商务中心买飞机票，竟然被告知不能刷卡，只能现金结帐，因此没买成，不爽！,负面,服务,酒店商务中心不能刷卡
手机,0,缺点太多了，信号不好，经常死机，待机不长，，最主要的是天线的那个头经常掉，我买了不到一个星期天线头就掉了，质量真是差的可以，气死我了！！！真后悔买这款手机！！！！！,负面,质量,手机质量差天线易掉
手机,1,时尚的外型和丰富的功能使我非常喜欢,正面,综合,喜欢时尚外观和功能
书籍,1,看这本书，让我想起我们那些远去的流年。那时候我们每个人都是这样年轻的吧，怀揣着希望和理想，以为快跑过去就能看见烟花漫天，却不知道烟花终究只开一瞬，转眼消逝。我们都曾经为这些容易消逝的东西花费时间，也交付了很多，牺牲了很多。到长大了才知道，没有什么比爱更宝贵。只可惜，爱不肯回来了。幸而小离还能找到一部分，虽然有一辈子无法弥补的伤痛，但总算不是很伤怀。祝福小离。,中性,综合,回忆青春遗憾祝福小离
书籍,0,"垃圾,相当垃圾,1和2好多都是重复的不说,还总是买关子,什么这个的详细内容看第二本的多少页,那个内容看第一本的什么地方.诸如此类的数不胜数.总体感觉就是再变相让你买他的书,手段相当下贱.而且字大行稀........",负面,服务,变相推销书籍手段下贱
平板,0,买了不到一周，降了100多，客服服务不回复～～最差的一次购物体验～～～,负面,服务,降价后客服不回复
手机,0,没有数据线，内屏颜色应该没有6.5万色，在阳光下就会看不清屏幕显示的内容，通话声音比较小，没有GPRS和计数器！,负面,质量,缺数据线色数低看不清
衣服,1,质量很好，做工细致，牌子货就是不一样。,正面,质量,质量做工很好
衣服,0,在网上还是不好，实物跟图片比差距很大,负面,质量,实物与图片差距大
水果,0,吃着口感一点都不好，特别苦 ，很失败,负面,质量,口感不好太苦
水果,1,是脆的，有削到一个坏果，味道一般吧,负面,质量,坏果影响口感
洗发水,1,第一次购买，快递很快，昨天下午下单，今天上午就到了，快递超快！,正面,物流,快递速度非常快
平板,1,1.包装很有档次，2.附送屏幕贴(不过我没用)，3.幸好是通用接口的充电线，4.屏幕和音效都很不错；5.用游标卡尺量的厚度7.3-7.4cm，很纤薄,正面,综合,包装档次高，配件实用，产品纤薄
平板,1,就是那样，我一直用苹果的系统，所以现在还不习惯。,中性,综合,不习惯苹果系统
平板,0,没用几天就黑屏开不了机了，买给老人家用的，真是无语。。。。。明显是二手机翻新的。。。叫我如何是好,负面,质量,几天黑屏疑似二手机
手机,1,"最显著的是显示效果细腻，铃声悦耳,1000条电话薄够大家储备好朋友的号码了呀！",正面,综合,显示细腻铃声好号码足
水果,0,个头小的，看别人晒的图怎么是大的呢？奇怪，不满意的购物。,负面,质量,个头小不满意
酒店,0,"这家酒店非常差,大家不要给它的外表所欺骗,房间非常旧,而且房间烟味很重,我觉得连招待所也要比它好",负面,质量,酒店差旧且烟味重
平板,0,一周内第二次购买同款了，谁知这次却遇到了！昨晚下单今天上午就到了，正在感概京东超快，却不想拆封后意外了，白色外盒上面很大一块坑坑洼洼，一个角撞塌陷了，里面装数据线的地方盒子也是坏的！关键是我必须马上装软件，下午就要送给一个重要的领导，来不及换退货了，京东客户谈半天，给出的解决办法基本都是让我自认倒霉！比如，送我价值20的京豆，让我自己去实体店买个包装，试问，20能买到吗？说有专员联系我处理！却一直没消息！京东！京东！我都怀疑你们这货是不是返修的哟！内盒都有坏的啊！京东，太辜负我们的信任了！！！,负面,质量,包装破损无法退货
手机,0,从功能上说应该是算是一部给国人挣脸的机子，但是有一点做的非常不好：显示屏有一部分没有显示，这个一直没明白厂家的用意，唉，细节部分出了问题也是遗憾啊,负面,质量,显示屏部分不显示
水果,1,还没吃呢，看起来是不错的，味道还行,正面,质量,味道还行不错
水果,1,这个苹果最好啦，没有打蜡，很脆很甜，个头也还不错，价格稍微高了一点点吧,正面,综合,苹果脆甜个头好价格略高
酒店,0,无语了 下单时候 房间数写成了人数 多订了一个房间 然后付款后马上进行沟通协调 代理商不积极 酒店态度太差 说下单了就不能退 刚订的也不行！请问 这样的服务 人是死的吗？无法理解 更无法接受 就好像要开具你妈是你妈的证明一样的性质恶劣！,负面,服务,代理商不积极酒店态度差
洗发水,0,打开发现没有发膜是怎么回事？？？找不到客服？谁来给我处理,负面,服务,没发膜且找不到客服
酒店,0,住的东苑，应该不会住第二次了。,负面,综合,不会再次入住
洗发水,1,第一次在京东买洗头膏，发货速度很快，东西也不错，还送有赠品。发膜效果很好，我的发质是毛躁特别干，洗过很顺滑，香味很淡，但是保持的时间挺长的。头发洗过之后很轻盈，这次买的是洗头膏和润发乳，没想到发膜这么好用，会在入手一个发膜。总之来说这次购物特别满意，恩还会光顾的，祝卖家生意兴隆。,正面,综合,商品好用赠品多下次还会买
计算机,1,"机器带了VISTA HOME BASIC版，不过买回来就格式化了，换了XP系统，安装过程很顺利。内存是单根2G的三星DDR3 1066的条子。我装的是YMLF9.9的系统,GHOST好后系统全认，显卡认成了G98,运行了下3D MARK2001,15000多分。而且更新了ACER官方的驱动，认成了G 105M反正分数只有14000来分了，少了一千多，哎！弄不明白。那个摄像头还真不是一般的清楚。",负面,质量,系统驱动识别异常
洗发水,1,包装挺好，严实，生产日期也很近,正面,质量,包装严实生产日期近
酒店,1,硬件环境尚可，但服务员的服务能力还有待进一步提高。对于携程网预订房间的处理能力需要加强,负面,服务,服务员能力需加强
手机,0,手感不好，感觉机子有些宽，而且，正面整体有些突起，不是很平，放在口袋里容易引起和其它东西的碰撞。机子速度不是很快；当电话薄存储量或短信存储量增加到一半以上的时候，更明显地感到菜单切换速度变慢。显示屏是单色，看上去也很单调！,负面,质量,手感差速度慢屏幕单调
酒店,1,酒店很大，服务太差，Ａ楼房间也老，下次再也不住了。环境很好，打高尔夫的或许可以忍忍吧。,负面,服务,酒店服务差环境好
洗发水,0,差评，京东快递员服务极其差劲，不送货上门竟然要求客户自提，到了以后语言粗暴，非常不满意，必须差评。,负面,服务,快递员服务差要求自提
平板,1,速度还可以 这个价位可以了 玩LOL应该没问题,正面,综合,价格合适游戏够用
酒店,1,"两个月里面已经住了三次了,当然好啦,交通也很方便哈",正面,综合,居住体验好交通方便
平板,1,999这个价格 还是很值的,正面,价格,999 元很值
衣服,1,裤子很好，穿上去很合适，朋友都说好。颜色也和我想象的一样，没有色差，是一次满意的购物。以后还会来这家买东西的。,正面,综合,裤子合适无色差满意
洗发水,0,不是说20日送到，怎么21号才送到？20日送不到你们也放个屁通知我一声咯，全**的装哑巴啊？,负面,物流,承诺20日送达却21日才到
平板,1,不叫不错,中性,综合,商品评价一般
计算机,0,镜面的容易留指纹，休眠后开机老出问题，可能是备份的问题，还没搞懂,负面,质量,镜面留指纹休眠故障
衣服,0,第一，尺码不合适，已经按照参考尺码选大一号，收到货还是太小，穿不上；第二，服务态度极差。总之，差评，退货,负面,综合,尺码不合且服务差
水果,0,有一个烂了，这批次的不新鲜！有无的赔？？？,负面,质量,商品不新鲜已烂
平板,0,京东死垃圾，妈的再也不会在京东买东西了，买了后有送这么多东西，我买没有，才一两天时间，你们这样做生意不倒闭才怪，垃圾东,负面,服务,京东送赠品不统一
洗发水,0,绝对差评，网购许多年第一次差评，双11促销**，过了双11立马变成**了，敢情你家促销价比平时高很多呢。大家不要在这里买了，太坑人。,负面,价格,促销价比平时高太坑人
酒店,0,"建筑较老,房间内饰一般.属于地方典型的老式3星饭店.门卡经常失灵.特别是服务上还没有形成为宾客服务的理念.当门卡无法开门去前台做卡时,刚对饭店提出意见.让人无法相信的是前台的服务人员竟然说""谁让你们总是一天一天的延住的!"" -事实上在前一天刚刚续住了3天.这样的服务态度也就是在N年前某县的招待所遇见过.对于省会的五星级酒店实在是无法评价.结果是和前台吵了一架.搬出了这个酒店.性价比上(价格和房间的内饰)远远比不上中振和华庭.当然如果对房价没有要求的话还是世贸比较好.",负面,服务,门卡失灵且前台态度恶劣
平板,0,一般，就是屏幕反应点慢，懒得换了,负面,质量,屏幕反应慢
衣服,0,太大了 哈哈,中性,综合,商品尺寸偏大
洗发水,0,假货！本来没有头屑 洗了之后头屑满天飞 和超市里买的不一样！,负面,质量,假货头屑多与超市不同
计算机,0,本来我是很喜欢钢琴面得 但是对于电脑来说 就比较容易脏 所以说 鱼和熊掌不可皆得 自己注意就对了,中性,质量,钢琴面易脏，鱼熊掌难兼得
热水器,1,已送到家，还没安装！,中性,服务,已送达待安装
水果,1,可以味道不错，京东快递超快，就是不包邮,正面,综合,味道好快递快不包邮
衣服,1,裤子看起来很时尚，很休闲，毕竟是牛仔裤难免掉色不过加盐洗会好的点，总体来说不错,正面,质量,牛仔裤掉色加盐洗会好
平板,0,这一颗星是死皮赖脸要的，也是看在送货速度和送货员的面子给的，包装很简单里面就是一个装平板的盒子，外面就一个箱子套上去，而且那天还下很大的雨，基本防水的都没有。画质很差，之前我有特意问过这方面的，客服说的天花乱坠的在加上看到有那么多好评所以就相信了，可是画质太差了，又问客服他说不能退了，还说屏幕大了有所影响，我说那人家还比较大寸的是不是卖不出了，比如电视，然后他说电视是站的远看的，总之那意思就是坚决不承认‘平板质量没问题’在京东上以前也买过两部手机，也没这样的，真是的?，太气人了！,负面,质量,平板画质差且客服推卸责任
洗发水,1,不错 挺实惠的 这是第二次购买了,正面,价格,实惠性价比高
洗发水,1,一直用清扬，这个还没用，不知道好不好，用了在说。,中性,综合,未使用清扬洗发水
酒店,0,第一次到贵阳，通过携程订了两晚。说是三星。走进房间，发现设施太旧，卫生条件不如人意。地毯太脏还有洞，墙壁已经发黄了，本想退掉一晚。后来上街，发现整个贵阳的城市建设都不怎么样，所以将就着住了两晚。,负面,质量,酒店设施陈旧卫生差
蒙牛,0,抵制蒙牛。,负面,综合,抵制蒙牛品牌
水果,1,苹果挺好吃，酸酸甜甜的，物流也特别给力,正面,综合,苹果好吃物流快
书籍,0,不喜欢其人，更不喜欢其文，古韵有些过头，矫情！,负面,综合,矫情古韵过头
蒙牛,1,只要能提供健康的奶，我们依旧会支持新蒙牛,正面,综合,支持新蒙牛提供健康奶
酒店,0,别看图片还不错，这都是表面的。酒店破不说，还一股味道。半夜的时候卫生间还有滴水的声音，房间隔音也不好，总能听到外面的说话声。房间大的恐怖，灯光也太暗,负面,综合,酒店破且有异味
洗发水,0,差评、都没有盖紧，还漏了.条形码也贴住了，难是假的，还要遮住，后悔！,负面,质量,盖子漏液条码贴错
平板,0,垃圾，物流慢，套装还没有！,负面,物流,物流慢套装未到
酒店,0,房间没窗不说，早餐只有面包不说，今天早上着急开会，七点半到大堂还没有早餐，问服务员说昨天他们有人休息没来得及准备，这种理由也能成立？即使这样难道不应该事先通知我们好让我们早做准备吗？我付的房费是含早餐的，那你没有按时提供早餐是不是应该退差价给我？害得我饿着肚子开了一上午的会，都饿的发晕了,负面,服务,含早未供且未通知
衣服,1,快递给力，宝贝基本没色差，面料很舒服，码号也很准，大爱！,正面,综合,快递快宝贝好面料舒服
平板,1,很漂亮，用着蛮顺手，很高的性价比。知道拥有,正面,综合,漂亮顺手性价比高
衣服,1,非常满意，性价比很高，质量真的不错 比想象中的要好,正面,综合,性价比高质量好
平板,0,太垃圾了，以后再也不买华为的东西了,负面,综合,华为产品太垃圾
水果,1,本本来是买来送人的，结果没送成自己吃了，特别好吃，各自个头又大,正面,质量,自己吃特别好吃个头大
酒店,0,之前订过一次这件，觉得整体可以；结果这次是个大坑；一开始给了1006，结果房间旁边就是电机房吵到死；让换房又不是同一部电梯到了折腾了十几分钟才才到1101，结果就是1006的楼上，电机房还是在旁边；前台还说特惠的就是这个房型，我说之前住过都不是，让加钱才能换房，换了个套房，结果地毯很脏，花洒漏的水比出来的水多；第二天又结错账又给少发票。。。。。太糟糕！！！,负面,综合,房型噪音大服务差体验糟糕
书籍,1,结局虽然是意象之中，却还是跟着作者一步一步跳进了洞。明明知道死者不可复生，犬儿不可说话，却仍是偏执得像主人公一样差点相信了罪人的假话。真相大白的那一瞬间仍是感到心头一震。好在，最后一切都变得明朗。一只狗，一个人，生活仍要继续，美好才刚刚起程。小说描写细腻，是吸引我的平实风格。时而出现的悬念使人有强烈的阅读兴趣。看了之后更加珍惜现在的亲人们。要让他们知道你的爱！,正面,综合,小说细腻感人珍惜亲人
手机,1,"身材纤细,制做工艺也好.手写笔整体手感不错,触摸屏面积也挺大,又好写又好看文字.声色也不错,里外屏幕都十分清晰,铃声音量洪亮.待机时间也可以,三四天不成问题.有专门的自拍镜,便于自娱自乐了.",正面,综合,工艺手感好屏幕清晰
酒店,1,住过几次，感觉还可以。但这次竟然晚上冷的睡不着。穿上毛衣毛裤，盖了3床被子，夸张吧？空调里也是热风，但房间温度就是低，而且外面也不是很冷。真是想不明白。换了一个房间，还是一样。只好退房了！,负面,服务,房间太冷无法入住
水果,1,发货很迅速，快递也很给力，水果看上去很不错，期待口感更棒。,正面,物流,发货快快递给力
酒店,0,在携程预定酒店这么多次，遇到的最烂的酒店。住在行政豪华房，早上7点半起来连洗澡的热水也没有。开发票时说没有发票，请携程帮帮忙，不要把这种酒店放在你们网上害人。 谢谢！,负面,综合,酒店热水无发票，体验极差
平板,1,首先京东物流超过，这是选择京东的主要原因。,正面,物流,京东物流快是首选
平板,0,给老妈买的。通话声音很小，已经将手机音量调到最大还是没用 郁闷… 想退货,负面,质量,通话声音小想退货
计算机,0,装XP是有点麻烦，在武汉没有客服点，说只为金牌客户服务，就算我去他们那里，一样花钱装，我自己花钱70元在外面装的。,负面,服务,安装麻烦且收费
水果,1,还行！要是给京豆的话我也许还会多写几个字……,中性,综合,还行但京豆多写
计算机,0,60G的硬盘感觉小了点，扣除系统预装的程序，只有120G可以用，要是硬盘320就好了,负面,质量,硬盘容量太小不够用
平板,1,总体表现没有太意外。厚度中等，装配间隙还可以。我的大黑边，大黑边。表扬一下音效不错的，显示速度也不错,正面,综合,音效显示不错总体无意外
水果,1,非常好，很不错，点赞一下下，包装也很精美，货不错，送货速度快！！,正面,综合,商品好包装佳物流快
平板,0,东西没有收到.我也没有看到…。给了钱？没有货.也不.这个东西都不知道什么时候买的.反正没有送到我手上..莫名其妙的.交易完成了.也不退钱给我,负面,物流,未收到货且不退钱
手机,0,1.外观设计的显得挺呆板。2.不支持MP3文件作为铃声。3.拍照时不能进行全屏取景。4.机身内存太可怜，太可怜！,负面,综合,外观呆板功能受限
洗发水,0,不满意，上次买的雨衣寄错了颜色，跟我说不是京东自营，我就算了，这次是自营的结果，东西还漏了一袋子，没办法差评了，我失望极了。。。,负面,物流,雨衣颜色错误且漏装
平板,1,收到货了，华为m3国货算不错的了~,正面,综合,华为m3国货不错
水果,0,苹果太小了，不符合图片。 还有口感一般！,负面,质量,苹果小口感一般
水果,1,很好，很满意，很好吃，很高兴买到，没有一个坏的和碰坏的，吃着放心！,正面,质量,商品完好且口感好
酒店,1,"地理位置不错,下了高速很快就找到渡假村,去闸坡大约半小时.环境很好,空气清新,房间宽敞舒适!服务态度很差,大多数的服务员都是面无表情,说话冰冷生硬.水上乐园似乎是晚上8点后才开的,玫瑰牛奶浴又贵又不舒服,牛奶味道都没有.按摩也很贵,我们三个人,每个人只按了100分钟,按价格表的价钱,应该是394元,最后买单却是921元,大概收了很多房间费吧!总体感觉还是不错的,下次有时间还可以去玩,但额外收费项目就不敢光顾了.",负面,服务,服务差收费高总体不错
书籍,1,"虽然是一本韩国书,在价值观,审美等方面和我们中国女性有些差别,但同是东方女性,这里面的许多东西还是可以借鉴的，尤其在时装,美容等方面,韩国引领着世界的潮流,这是毋庸置疑的.所以这本书中关于时尚的一些建议和点评非常有借鉴价值,而在两性领域,作为一个专栏作家,作者表现出她的阅历和智慧,一些经验对年轻女孩还是很有用的,总的来说，这本书不错,值得一看 .",正面,综合,书有借鉴价值，值得一看
书籍,0,怎么看下去会一段后故事还没结束，又说了其他事，后又接上前段事。有时另我一塌胡涂，要看前段说了什么，才接下去看。是不是印刷错了啊？,负面,质量,故事衔接混乱似印刷错误
计算机,0,光驱就像发动机，声音很大，系统很难装，xp根本找不到驱动，发热量很大，,负面,质量,光驱噪音大难装驱动
水果,0,一个是坏的，而且三个都不新鲜，也很小！,负面,质量,商品坏且不新鲜
水果,1,比之前在京东上面买的大，下次应该会回购这一家,正面,综合,比京东买的大，会回购
平板,0,我等维修结果！谢谢华为，让我认识了国产机，以后应该不会再买国产机,负面,服务,维修结果未出，不再买国产
水果,0,非常失望！什么生鲜？这样子的服务让谁还敢来买？    替家里买的，结果遇到这样子的情况！真的对京东很失望。    想想你的父母孩子吃的这样子所谓的新鲜苹果！真的很生气，可以的话一颗星也不想给。,负面,服务,生鲜质量差服务差
洗发水,0,昨天才买的，今天一看就便宜了*不是欺骗消费者吗？京东太垃圾了！差评差评差评,负面,服务,价格变动欺骗消费者
洗发水,1,包装完整，没有摔坏之类的问题，今晚试了，干干净净的很清爽，好用，气味也是淡淡清香，很好闻。物有所值，值得分享，购买,正面,综合,包装完好气味清香物有所值
酒店,1,"典型的快捷酒店的风格，房间不错，淋浴很舒服,早餐十分的丰盛,在郑州当地此酒店好象十分的出名",正面,综合,酒店风格典型，设施舒适，早餐丰盛
酒店,0,距离机场较近，还专车接送，方便中转。,正面,服务,机场近专车接送方便
平板,0,2000块就这包裹，闹着玩呢！好像让人拆了又封上的！里面保护措施都没有，电子产品啊，摔来摔去的你就这么弄！买个杯子还有泡沫呢！垃圾物流,负面,物流,包裹损坏无保护
衣服,1,还行， 店家把衣服颜色发错了 ，原谅他了。,中性,质量,衣服发错颜色
洗发水,1,很好 好洗 以前也买过 白色包装的也不错,正面,质量,好洗包装不错
衣服,0,垃圾什么衣服，这是我买最失败的一件衣服，而且还不透气,负面,质量,衣服质量差不透气
酒店,0,离机场近，有车接送，半小时一班,正面,服务,交通便捷有车接送
酒店,1,那里的环境很好，只是价格有点贵，打车需要走一段路，自己驾车的话较方便，服务态度很好．,中性,价格,环境好服务佳但价格贵
洗发水,0,差评，用着感觉不理想,负面,综合,使用感觉不理想
酒店,0,过夜等飞机，没啥可说的。早餐盘好脏！,负面,服务,过夜等机早餐脏
酒店,1,表扬：餐厅，中餐做得很好，价钱也不贵，份量也不错，早餐也不错。和在天柱山大门口的农家菜比环境、质量好很多，而价钱也不贵，推荐。批评：中医推拿，不专业，可能还不如我的水平呢。另，洗衣服务虽然有，但加急还是比较慢。我出去漂流打水涨全身湿透，到酒店指望赶紧弄干，结果n个小时也没搞定。,正面,综合,餐厅中餐好吃价廉量足
平板,1,日辉金色的很好看，大气，平板很好用，充电快，续航也不错。很喜欢！支持华为！京东快递也好，很快，赞一个！,正面,综合,商品好用物流快
水果,1,苹果好小，不是80级别的，不知是不是发错了。,负面,质量,苹果太小非80级
手机,1,"这个小灵通好是好啊,但偶买了一个才400多项式块钱这也太贵了吧要600多,",负面,价格,价格太贵了
衣服,1,衣服收到了，质量不错，比想象中的还满意，上身效果非常满意，大小合身,正面,质量,衣服质量满意合身
水果,0,说的三个，结果收到货只有两个，吭人,负面,物流,少发两个商品
计算机,0,装XP系统后，网卡驱动装完，能ping通网关，但无法上网，经过多次重复安装后确定是驱动问题。配的驱动也太烂了，同方网站下的也有问题 更不爽的是，这个型号的机器在其他地方找都很难找，更别说下载别的驱动,负面,质量,驱动质量差难找
平板,1,很省电，听音乐的音色也很清晰。,正面,质量,省电且音质清晰
水果,1,第一次购买水果，还可以，苹果就是个头不大，这个价钱应该就是这样了。整体还满意，儿子特别喜欢吃的，家里没空过,正面,综合,水果个头小但儿子爱吃
书籍,0,书的中间少了好几十页。。。。。。。。。。。。：（要求退货。。。,负面,质量,书缺页要求退货
水果,1,稍微有点小，味道还可以。送货很快很准时，而且给送到楼上，好评。,正面,综合,商品略小味道好送货快
平板,0,发票迟迟未提供,负面,服务,发票迟迟未提供
衣服,1,感觉还不错，我一次买了两条，大小很合适,正面,综合,一次买两条合适
平板,1,昨天中午下的单，今天中午到的货。拿到快递的时候宿舍的人都在惊讶居然是这么大的盒子！打开之后发现赠品一个不落，包装也很严谨，应该是正品的。拿出平板的时候觉得它长度还行，就是有点窄，外观上特别像放大了的手机，不过拿起来一点也不重。再说说产品性能吧，我不太了解具体的参数，只觉得立体音效确实很棒，但是像素确实比不上手机，不管是照相还是一些游戏都没有手机清晰。最后，我一定要提一下京东赠送的保护套，这个套子的背面居然是一整面的塑料壳，根本没办法做支撑，这一点也是醉了，我只好赶快另买新的保护套。这是我的第一个平板电脑，我选择了华为的这款，没办法跟其他平板做对比，总的来说体验还不错，这么便宜的平板性价比已经很好了。,正面,综合,平板性价比高，体验不错
洗发水,0,洗头水就是未拆封透明纸包着的 我撕掉的 为什么护发素的透明纸没有 拧掉盖就能用 谁知道用了没呀 帮买家先拆掉包装纸怎么确定完好无缺的 该怎么信赖 不好的行为 特注意,负面,服务,未拆封包装为何已撕
洗发水,0,清杨洗发水怀疑是假的???洗头都没有泡沫的的???之前我买的洗头有好多泡沫而且也很香，现在买的都没法洗头??我都用来洗衣服了???,负面,质量,洗发水无泡沫且疑似假货
衣服,1,一直信赖这个牌子，以前都是在实体店购买，第一次在京东买，如果穿了以后质量可以的话，以后还来。这次购物发生了一个小插曲，一个订单分两个地方发货，收到第一件时以为卖家搞错了，经过沟通后才知道是分开发货。,正面,服务,信赖品牌京东分开发货
手机,1,样式是不错的。,正面,综合,样式不错
酒店,0,"后悔!不值!唯一优点交通方便.在很深的小巷里,楼下浴足,恶心!建议取消",负面,综合,交通方便但浴足恶心
书籍,0,希望以后当当不要买2本书的时候，有一本没有货就只发其中的一本，而我自己都不知道，这样再买一本的时候又要加运费了，请你们的系统聪明一点了，别那么傻了,负面,物流,买两本书只发一本
平板,1,赶上搞活动买的，比官网还便宜，做工很精致，看起来很高大上，快递也很给力！,正面,综合,活动价便宜做工好
蒙牛,1,喜欢喝蒙牛不？,中性,综合,询问是否喜欢喝蒙牛
水果,0,口感太差，个又小，真有损潘的品牌,负面,质量,口感差个头小损品牌
水果,0,第一次在京东买水果，感觉比*还差，苹果好小啊，而且不怎么样好吃，以后还是在*买水果吧！很失望的一次购物！,负面,质量,苹果小且不好吃
平板,1,感觉还不错，看剧效果很好，带出去看个资料也方便,正面,综合,看剧方便效果佳
衣服,0,版型没有图片上好看，不知道什么料子的，有味，后领处的标牌没有跟里料缝到一起，属于质量有问题的残次品，不建议买,负面,质量,版型不符有异味属残次品
洗发水,1,清扬这款之前用过觉得还可以，味道也比较喜欢，这次这个希望用起来也效果比较好吧，活动买的一共算起来还是比较划算的，,正面,综合,味道喜欢活动划算
